 동서울대 컴퓨터정보과 전화번호?,컴퓨터정보과 전화번호는 031-720-2150 입니다.
 혁신지원단의 운영 목표는 무엇인가요?,혁신지원단의 운영 목표는 대학의 중장기 발전계획에 따른 혁신지원사업의 성공과 효율적인 업무 추진입니다.
 혁신지원단의 주요 업무는 무엇인가요?,"주요 업무는 혁신지원사업 운영계획 수립, 사업 총괄, 효율적 추진 지원 및 조정, 실적 및 성과지표 관리 감독, 예산배분 및 집행관리, 기타 관련 업무입니다."
 창의융합교육지원센터의 위치와 연락처는 무엇인가요?,"창의융합교육지원센터는 1호관 1층에 위치하며, 전화는 031-720-2914입니다."
 창의융합교육지원센터의 주요 업무는 무엇인가요?,"주요 업무는 융복합 분야 교육 지원 계획 수립, 창의메이커스페이스 운영, 융복합 트랙 및 학과 교육 지원, 4차 산업혁명기술 기반 융복합 비교과 개발 및 운영, 콘텐츠 연구 및 교육 지원, 교육 공간 활용 및 산업체 대상 교육 지원, 기타 관련 업무입니다."
 메타버스교육센터의 위치와 연락처는 무엇인가요?,"메타버스교육센터는 도서관 2층에 위치하며, 전화는 031-720-2984입니다."
 메타버스교육센터의 주요 업무는 무엇인가요?,"주요 업무는 메타버스 XR 기반 교육 콘텐츠 개발 및 지원, 관련 기술 연구 및 연구회 운영, 협의체 구축 및 콘텐츠 공동개발, 콘텐츠 제작 관련 재정지원사업 운영, 기타 관련 업무입니다."
 LINC3.0사업단의 위치와 연락처는 무엇인가요?,LINC3.0사업단은 본관 1층에 위치하고 있습니다. (연락처는 제공되지 않았습니다.)
 LINC3.0사업단의 운영 목표는 무엇인가요?,"LINC3.0사업단의 운영 목표는 사회맞춤형 산학협력 선도전문대학(LINC+) 육성사업(사회맞춤형학과 중점형)을 합리적이고 효율적으로 지원하여, 사업의 성공을 통해 청년 취업에 기여하는 것입니다."
 LINC3.0사업단의 주요 업무는 무엇인가요?,주요 업무는 산학협력 선도전문대학 육성사업(LINC+) 사회맞춤형학과 중점형 사업에 관한 업무와 기타 관련 업무입니다.
 창업지원단의 위치와 연락처는 무엇인가요?,"창업지원단은 5호관 4층에 위치하며, 전화는 031-720-2272입니다."
 창업지원단의 주요 업무는 무엇인가요?,"주요 업무는 입주업체 모집, 평가 및 계약, 보육실 운영 관리, 창업보육센터 운영평가, 운영지원금 신청/집행/정산, 예비창업자 사업화 프로그램 운영, 기타 관련 업무입니다."
 창업보육센터의 위치와 연락처는 무엇인가요?,"창업보육센터는 5호관 4층에 위치하며, 전화는 031-720-2272입니다."
 창업보육센터의 주요 업무는 무엇인가요?,"주요 업무는 학생 창업교육, 창업동아리 운영 및 지원, 학생 창업관련 워크숍 및 국내외 연수, 창업캠프, 창업경진대회 및 창업교육 프로그램 운영, 창업친화적 학사제도 운영, 창업 멘토링 시스템 및 멘토단 운영, 교원창업 및 교수 업적평가 관리, 기타 관련 업무입니다."
 창업교육센터의 위치와 연락처는 무엇인가요?,"창업교육센터는 5호관 4층에 위치하며, 전화는 031-720-2271입니다."
 창업교육센터의 주요 업무는 무엇인가요?,"주요 업무는 학생 창업교육, 창업동아리 운영 및 지원, 학생 창업관련 워크숍 및 국내외 연수, 창업캠프, 창업경진대회 및 창업교육 프로그램 운영, 창업친화적 학사제도 운영, 창업 멘토링 시스템 및 멘토단 운영, 교원창업 및 교수 업적평가 관리, 기타 관련 업무입니다."
 산학협력단의 위치와 연락처는 무엇인가요?,"산학협력단은 6호관 1층에 위치하며, 전화는 031-720-2907입니다."
 산학협력단의 주요 업무는 무엇인가요?,"주요 업무는 산학협력 활동의 기획, 총괄, 조정, 재정지원사업 신청 및 집행, 자금운영 및 회계, 시설 및 재산 관리, 특허 및 지식재산권 관리, 산업체와의 교류, 지역사회 및 산업체와의 협업, 중소기업 가치 창출 지원, 계약학과 운영, 산학협력 중장기 발전계획 수립 등입니다."
 특화산업지원센터의 위치와 연락처는 무엇인가요?,"특화산업지원센터는 6호관 2층에 위치하며, 전화는 031-724-2362입니다."
 특화산업지원센터의 주요 업무는 무엇인가요?,"주요 업무는 기업의 애로사항 상담 및 One-Stop 신속대응, 시제품 제작, 기업 지원을 위한 조정 지원, 기업 인력 상담 및 설계, 기업지원 시설 구축 및 운영, 자원 및 네트워크 연계, 기타 기업지원에 필요하다고 인정되는 사항입니다."
 공유협업지원센터의 위치와 연락처는 무엇인가요?,"공유협업지원센터는 6호관 2층에 위치하며, 전화는 031-720-2293입니다."
 공유협업지원센터의 주요 업무는 무엇인가요?,"주요 업무는 산학협력 자원 개방, 공유 및 협업, 산학협력 프로그램 개발 및 운영, 기업 맞춤형 재직자 교육 과정 개발 및 운영, 산학협력 자원 및 네트워크 연계, 가족회사 및 DU BEST 200 운영, 산학협력 포럼 행사 운영, 데이터 집적화 및 연계망 구축, 산업교육센터와 연계 등입니다."
 공동장비운영센터의 위치와 연락처는 무엇인가요?,"공동장비운영센터는 6호관 2층에 위치하며, 전화는 031-724-2362입니다."
 공동장비운영센터의 주요 업무는 무엇인가요?,"주요 업무는 공동장비 활용, 지원, 관리, 공동장비 관련 교육 및 세미나 개최 등입니다."
 산학공동기술개발센터의 위치와 연락처는 무엇인가요?,"산학공동기술개발센터는 6호관 1층에 위치하며, 전화는 031-720-2907입니다."
 산학공동기술개발센터의 주요 업무는 무엇인가요?,"주요 업무는 산학연관 협력사업 공모과제 홍보 및 신청, 외부 기관과의 협약 체결, 외부사업 연구비 집행 및 운영, 수탁 과제 연구, 간접비 관리, 연구 결과 보고, 기업체 발굴 및 공동기술개발과제 수행, 기술이전 및 사업화 추진, 산업체 자문 운영 등입니다."
 일학습병행공동훈련센터의 위치와 연락처는 무엇인가요?,"일학습병행공동훈련센터는 6호관 2층에 위치하며, 전화는 031-720-2219입니다."
 일학습병행공동훈련센터의 주요 목표는 무엇인가요?,목표는 일학습병행 기반으로 전문 AI 응용 소프트웨어 개발 인력을 양성하는 것입니다.
 일학습병행공동훈련센터의 진출 분야는 무엇인가요?,"진출 분야는 인공지능 프로그래머, 지능형 소프트웨어 개발자, 의료 AI 시스템 프로그래머, 로봇공학 기술자, 모바일게임 프로그래머, 시스템 소프트웨어 개발자, 빅데이터 처리 엔지니어, AI 투자분석가(애널리스트) 등입니다."
 일학습병행공동훈련센터에서 취득할 수 있는 자격증은 무엇인가요?,"자격증으로는 AI 분석전문가, AI 개발전문가, AIoT 융합지식사, AI 채용컨설턴트, AI 자율주행운전지도사, 인공지능 산업컨설턴트가 있습니다."
 신산업특화사업단의 위치와 연락처는 무엇인가요?,"신산업특화사업단은 13호관 3층에 위치하며, 전화는 031-724-2370~3입니다."
 신산업특화사업단의 운영 목표는 무엇인가요?,신산업분야 특화 선도전문대학 지원사업을 운영 및 지원하여 모빌리티 분야 창의융합 인재 양성에 기여하는 것입니다.
 신산업특화사업단의 주요 업무는 무엇인가요?,"주요 업무는 신산업분야 특화 선도전문대학 지원사업 운영, 지원, 조정 등 사업 총괄, 미래자동차 분야 교육과정 개발 및 운영·관리, 기타 사업 관련 업무 일체입니다."
 산학취업처의 위치와 연락처는 무엇인가요?,"산학취업처는 도서관 1층에 위치하며, 전화는 031-720-2219/2229/20입니다."
 산학취업처의 주요 업무는 무엇인가요?,"산학취업처는 산학협동 체계 확립, 인성 및 취업진로지도 혁신화, 취업교육 질적 내실화 등을 통해 학생 취업역량을 강화하고, 산․학간 협력사업 활성화를 통해 취업률을 향상시킵니다."
 DU일자리센터의 위치와 연락처는 무엇인가요?,"DU일자리센터는 도서관 1층에 위치하며, 전화는 031-720-2203/2236/20입니다."
 현장실습지원센터의 위치와 연락처는 무엇인가요?,"현장실습지원센터는 6호관 2층에 위치하며, 전화는 031-720-2204입니다."
 DU일자리센터의 주요 업무는 무엇인가요? ,"DU일자리센터는 산학연계 대외협력 및 홍보, 취업 관련 통계 작성 및 분석, 취업전산망 관리, 자격증 취득 및 편입 관련 업무, 취업 및 진로 지원 프로그램 운영, 공직 및 장애인 취업 운영, 정부지원사업 운영, 정보 수집, 구인업체 발굴 및 홍보, 취업동아리 운영, 해외취업 지원 등 다양한 취업 지원 업무를 수행합니다."
 현장실습지원센터의 주요 업무는 무엇인가요?,"현장실습지원센터는 현장실습 지원 및 관리, 국내외 인턴십 지원, 운영 기본계획 수립, 기업체 수요조사 및 발굴, 현장실습 운영, 순회지도 출장 지원, 보험 및 학생지원비 집행, 운영위원회 운영, 학기제 운영 등을 담당합니다."
 교무처의 주요 목표는 무엇인가요?,"수요자 중심의 교육과정과 공정한 학사관리로 급변하는 교육환경에 대처할 수 있는 학사행정서비스를 제공하고, 교원의 국내외 연수를 통한 능력계발로 실무능력과 인성을 겸비한 창의적 인재를 양성하는 것입니다."
 학사운영과의 위치와 연락처는 무엇인가요?,"학사운영과의 위치는 본관 1층이며, 연락처는 031-720-2012, 2013, 2014, 2018입니다."
 교육혁신지원센터의 위치와 연락처는 무엇인가요?,"교육혁신지원센터의 위치는 본관 1층이며, 연락처는 031-720-2177입니다."
 교양교육센터의 주요 업무 중 하나는 무엇인가요?,교양교육센터의 주요 업무 중 하나는 역량기반 교양 교육과정 개발 및 운영 지원입니다.
 학사학위지원센터의 연락처는 무엇인가요?,학사학위지원센터의 연락처는 031-720-2237입니다.
 교수학습지원센터의 위치는 어디인가요?,교수학습지원센터의 위치는 도서관 5층입니다.
 원격교육지원센터에서 제공하는 디지털 상호작용 도구는 무엇인가요?,원격교육지원센터에서 제공하는 디지털 상호작용 도구는 에듀테크 관련 도구입니다.
 교무처에서 성적관리에 관련된 업무는 무엇인가요?,"교무처의 성적관리에 관련된 업무에는 성적관리, 성적 이의신청 처리, 실기교사자격증 발급 및 관리 등이 포함됩니다."
 학사운영과에서 처리하는 학적변동 업무에는 어떤 것이 있나요?,"학사운영과에서 처리하는 학적변동 업무에는 편입학, 제적, 휴학, 복학, 재입학, 자퇴, 전과 등이 포함됩니다."
 교육혁신지원센터에서 관리하는 체계의 이름은 무엇인가요?,교육혁신지원센터에서 관리하는 체계의 이름은 “DU-SUC²ESS” 체계입니다.
 입학홍보과의 위치와 연락처는 무엇인가요?,"입학홍보과의 위치는 본관 1층이며, 연락처는 031-720-2900~2입니다."
 입학홍보과의 주요 업무는 무엇인가요?,"입학홍보과의 주요 업무는 신입생 모집계획 수립 및 관리, 산업체위탁교육생 모집 및 홍보, 입시결과 분석 및 입시전략 수립, 입시홍보 및 상담, 입시홍보물 제작, 입시관련 설명회 행사 진행, 본교의 종합적인 홍보 계획 수립 등입니다."
 미디어센터의 위치와 연락처는 무엇인가요?,"미디어센터의 위치는 도서관 5층이며, 연락처는 031-720-2266입니다."
 미디어센터의 운영 목표는 무엇인가요?,"미디어센터의 운영 목표는 신속하고 정확한 정보 제공, 교양과 문화가 넘치는 대학 환경 조성, 동질감과 연대감 형성을 위한 정보 매체 서비스 개선입니다."
 미디어센터의 주요 업무는 무엇인가요?,"미디어센터의 주요 업무는 교내 음성방송 및 유튜브 촬영, 학교행사 촬영 지원, 학보 발간, 재학생들의 영상 및 음향편집 장비 제공, 교내 공용 방송미디어 시설 기술지원 등입니다."
 학생처의 위치와 연락처는 무엇인가요?,"학생처의 위치는 7호관 1층이며, 연락처는 031-720-2016입니다."
 학생처의 주요 목표는 무엇인가요?,"학생처의 주요 목표는 학생들의 자율 능력을 향상시키고 안정된 면학 분위기를 정착시키며, 건전한 학내 분위기 유지를 위한 제반 업무를 수행하는 것입니다."
 학생서비스과의 위치와 연락처는 무엇인가요?,"학생서비스과의 위치는 7호관 1층이며, 연락처는 031-720-2015/2016입니다."
 학생서비스과의 주요 업무는 무엇인가요?,"학생서비스과의 주요 업무는 학생 활동 지도 및 지원, 학생지도위원회 운영, 학생 상벌 관리, 학술 및 봉사활동 지원, 학생단체 및 동아리 지원, 장학 업무 등입니다."
 학생생활상담센터의 위치와 연락처는 무엇인가요?,"학생생활상담센터의 위치는 도서관 5층이며, 연락처는 031-720-2205입니다."
 학생생활상담센터의 주요 업무는 무엇인가요?,"학생생활상담센터의 주요 업무는 대학생활 적응검사, 상담시스템 운영, 학생 개인 및 집단 상담지도, 심리검사 및 진로상담, 성희롱·성폭력 상담 등입니다."
 장애학생지원센터의 위치와 연락처는 무엇인가요?,"장애학생지원센터의 위치는 7호관 1층이며, 연락처는 031-720-2016입니다."
 장애학생지원센터의 주요 업무는 무엇인가요?,"장애학생지원센터의 주요 업무는 장애학생 지원, 교육복지 실태조사, 장애학생특별지원위원회 운영 등입니다."
 학산관의 위치와 연락처는 무엇인가요?,"학산관의 위치는 국제교류센터 7-10층이며, 연락처는 031-720-2032입니다."
 인권센터의 위치와 연락처는 무엇인가요?,"인권센터의 위치는 도서관 5층이며, 연락처는 031-720-2141입니다."
 기획처의 위치와 연락처는 무엇인가요?,"기획처의 위치는 본관 1층이며, 연락처는 031-720-2986입니다."
 기획처의 주요 목표는 무엇인가요?,"기획처의 주요 목표는 중장기 발전 계획 및 대학 특성화계획 수립과 추진, 예산의 합리적 편성, 국제적 역량 강화 등을 통해 대학의 경쟁력을 강화하는 것입니다."
 기획예산과의 위치와 연락처는 무엇인가요?,"기획예산과의 위치는 본관 1층이며, 연락처는 031-720-2986~2989입니다."
 기획예산과의 주요 업무는 무엇인가요?,"기획예산과의 주요 업무는 중장기 발전계획 수립, 교육목표 관리 및 성과평가, 조직개선 및 직무분석, 감사, 대학 자체평가, 예산 편성 및 통제, 등록금 책정 등입니다."
 국제협력센터의 위치와 연락처는 무엇인가요?,"국제협력센터의 위치는 본관 1층이며, 연락처는 031-720-2985입니다."
 국제협력센터의 주요 업무는 무엇인가요?,"국제협력센터의 주요 업무는 해외 취업 및 연수 프로그램 운영, 유학생 유치 및 관리, 글로벌 현장학습, 외국 대학과의 교류, 해외 업체 및 기관과의 협약 등입니다."
 행정지원과의 위치와 연락처는 무엇인가요?,"행정지원과의 위치는 본관 1층이며, 연락처는 031-720-2019/2021/2020입니다."
 행정지원과의 주요 업무는 무엇인가요?,"행정지원과의 주요 업무는 교직원 후생복지, 문서 관리, 직인 관수, 의식행사 관리, 보안 및 비상 업무, 연금 및 건강보험 업무, 인사 관련 업무 등입니다."
 경리과의 위치와 연락처는 무엇인가요?,"경리과의 위치는 본관 1층이며, 연락처는 031-720-2026입니다."
 경리과의 주요 업무는 무엇인가요?,"경리과의 주요 업무는 출납, 회계장부 정리, 자금 관리, 결산, 교직원 급여, 학생 등록금 수납, 세금 납부, 강사료 지급, 세입 및 세출 관리 등입니다."
 관리과의 위치와 연락처는 무엇인가요?,"관리과의 위치는 본관 1층이며, 연락처는 031-720-2024/2027/2127입니다."
 관리과의 주요 업무는 무엇인가요?,"관리과의 주요 업무는 시설 관리, 안전 관리, 조경 및 수목 관리, 전화 및 통신 관리, 차량 운행 관리, 물품 관리, 소방 관리, 공해 및 위험물 관리 등입니다."
 정보지원센터의 위치와 연락처는 무엇인가요?,"정보지원센터는 도서관 2, 3, 4층에 위치하며, 연락처는 031-720-2191, 031-720-2192, 031-720-2193입니다."
 정보지원센터의 운영목표는 무엇인가요?,"도서관 이용자에게 필요한 자료를 수집, 정리, 보존하여 효율적인 서비스를 제공하고, 학생 중심의 맞춤형 학습환경을 조성하며 학습 활동을 지원하는 것입니다."
 정보지원센터의 주요 업무는 무엇인가요?,"도서구입 및 정리, 도서관 DB 구축 및 관리, 도서대출 및 반납, 전자자료 구입 및 관리, 서가정리 및 도서 배가, 정기간행물 구독 및 관리, 전자정보실 및 북카페 관리, 창의열람실 및 커뮤니티룸 관리 등입니다."
 전산정보과의 위치와 연락처는 무엇인가요?,"전산정보과는 도서관 5층에 위치하며, 연락처는 031-720-2198, 031-720-2221, 031-720-2222입니다."
 전산정보과의 운영목표는 무엇인가요?,"급변하는 교육환경에 맞춰 대학 정보화 체제를 마련하고, 정보시스템 인프라의 안정화 및 고도화를 통해 정보시스템 품질을 개선하며, 차세대 종합정보시스템 하드웨어 구축을 목표로 합니다."
 전산정보과의 주요 업무는 무엇인가요?,"대학 정보화 기획 및 실행, 통합정보시스템 구축 및 운영, 업무용 솔루션 도입 및 운영, 홈페이지 구축 및 운영, 정보보안 및 개인정보보호, 서버 및 보안장비 관리, 네트워크 및 무선랜 운영 및 유지관리 등입니다."
 예비군대대의 위치와 연락처는 무엇인가요?,"예비군대대는 본관 1층에 위치하며, 연락처는 031-720-2207입니다."
 예비군대대의 운영목표는 무엇인가요?,"학생 중 예비군 편성대상자를 관리하고, 향토예비군설치법에 따라 학생예비군의 훈련을 적용하여 혜택을 부여하며 예비전력 자원의 효율성을 극대화하는 것입니다."
 예비군대대의 주요 업무는 무엇인가요?,"직장예비군 편성 및 자원관리, 예비군 교육훈련 및 동원 운영, 직장 방호 및 비상계획, 민방위대 조직 편성 및 자원 관리, 민방위대원 교육훈련 및 민방위의 날 훈련, 예비군 및 민방위 장비 관리, 입영 대상자원 관리 및 병무상담 등입니다."
 연구지원센터의 위치와 연락처는 무엇인가요?,"연구지원센터는 6호관 1층에 위치하며, 연락처는 031-720-2907입니다."
 연구지원센터의 운영목표는 무엇인가요?,"학술연구 단체 및 산업체와 협력하여 산업기술의 이론과 응용에 관한 연구를 수행하고, 연구 분위기를 조성하며 연구활동을 지원하여 국가 산업 발전에 기여하는 것입니다."
 연구지원센터의 주요 업무는 무엇인가요?,"산업기술 발전을 위한 기초 과학 기술 연구, 산업기술 개발과 활용 연구, 교수의 연구비 및 연구관련 경비 지원, 대학 정책과제 관련 운영비 지원, 대학논문집 및 간행물 발간 및 배포, 연구원의 학술활동 지원, 교내외 디자인 관련 연구업무 지원 등입니다."
 평생교육원의 위치와 연락처는 무엇인가요?,"평생교육원은 국제교류센터 3층에 위치하며, 연락처는 031-720-2226, 031-720-2267입니다."
 평생교육원의 운영목표는 무엇인가요?,"지역사회와 국가, 인류문화 창달에 기여할 유능한 인재를 육성하고, 전문 지식과 기술을 익혀 급변하는 산업현장에 적응할 수 있는 실무능력을 배양하며, 열린 교육 체제를 구축하고 다양한 교육을 갈망하는 모든 학습자에게 양질의 교육을 공급하는 것입니다."
 평생교육원의 주요 업무는 무엇인가요?,"평생교육과정, 학점은행제과정, 비학위 전공심화과정, 실직자 재취업 훈련과정, 재직자 재교육 훈련과정, 교원정보화 직무연수, 커피전문가(Barista) 자격검정 시험, 기타 관련 업무입니다."
 어학교육원의 위치와 연락처는 무엇인가요?,"어학교육원은 국제교류센터 3층에 위치하며, 연락처는 031-720-2227입니다."
 어학교육원의 운영목표는 무엇인가요?,"국제화를 대비하여 학생들의 외국어 능력을 향상시키기 위해 영어, 일본어, 중국어 회화반 및 TOEIC반을 개설하여 운영하며, 외국어 강의 및 상담을 통해 실무능력을 기르는 것입니다."
 어학교육원의 주요 업무는 무엇인가요?,"기초 영문법 교육, 영어 회화 실력 향상, TOEIC 강의 및 시험, 일본어 문법 및 회화 강의, 기타 관련 업무입니다."
 발전기금의 목적은 무엇인가요?,"교육환경 개선, 대학 중장기 발전 계획 지원, 실험실습 기자재 확충 지원, 각종 장학기금 등입니다."
 발전기금에 참여할 수 있는 대상은 누구인가요?,"동문, 교직원, 학부모, 기업체, 기관 및 단체, 일반인 등입니다."
 발전기금의 종류는 무엇이 있나요?,일반 발전기금: 기부자가 사용 용도를 지정하지 않고 출연한 기금 지정 발전기금: 기부자가 특별한 사용 용도를 지정하여 출연한 기금
 기부 시 어떤 세제 혜택이 있나요?,개인 및 법인은 기부한 금액에 대해 연말정산 및 법인세 신고 시 세제 혜택을 받을 수 있습니다.
 기부 방법은 어떻게 되나요?,온라인 입금 (발전기금 계좌: 약정서 참조). 약정서를 작성하여 동서울대학교 기획예산과로 보내신 후 입금해 주시기 바랍니다.
 발전기금 약정서 다운로드는 어디서 하나요?,약정서는 동서울대학교 홈페이지에서 다운로드하실 수 있습니다.
 발전기금 관련 문의는 어떻게 하나요?,"전화: (031) 720-2987, 팩스: (031) 721-1999로 문의하시면 됩니다."
 동서울대학교의 2022~2024년도 재정 지원 사업 주요 선정 내역에는 어떤 것들이 있나요?,동서울대학교는 다음과 같은 재정 지원 사업에 선정되었습니다:교육부 일반재정지원대학 선정 (2022~2024학년도): 자율혁신 역량을 인정받아 미래교육을 위한 자율혁신을 추진하고 있습니다.전문대학 혁신지원사업 선정: 4차 산업혁명 시대에 요구되는 창의력과 융·복합 직무능력을 가진 인재를 배출하기 위한 교육시스템을 구축하고 있습니다.3단계 산학연협력 선도전문대학 (LINC 3.0) (2022~2024학년도): 산학연협력 기반 강화 및 신산업·신기술 분야 현장 실무형 인재 양성을 위한 협력체계를 강화하고 습니다.고등직업교육거점지구 사업 (HiVE) 선정 (2022~2024학년도): ‘동서울대학교-신구대학교-성남시 컨소시엄’으로 지역 특화 산업분야 인재양성 및 지역사회 문제 해결 프로그램을 수행하고 있습니다.신산업분야 특화 선도전문대학 선정 (미래자동차 자율주행모빌리티 분야): 자율주행 모빌리티 분야의 융합 전공을 통해 창의 융합 인재를 양성하고 있습니다.산업맞춤 단기직무능력인증과정 매치업 선정 (드론 분야): 드론 분야에서 단기 직무능력 인증과정을 운영하고 있습니다.미래형 자동차 현장 인력 양성사업 선정 (미래자동차학과): 산업통상자원부 및 성남시로부터 지원받아 xEV 분야의 현장 및 직무 전환 인력을 양성하고 있습니다.고숙련 일학습병행제 선정 (AI 응용 소프트웨어과): AI 응용 소프트웨어 개발 인력을 양성하기 위한 일학습병행 기반 교육을 실시하고 있습니다.대학일자리(플러스)센터 사업 선정 (고용노동부): 학생들의 진로와 취업을 지원하기 위해 다양한 프로그램을 운영하고 있습니다.산업정책연구원(IPS) 2022 국가서비스대상 수상 (스마트자동차 특성화 부문): 미래자동차 산업 인력 양성에 기여한 공로로 2022 국가서비스 대상을 수상했습니다
 동서울대학교의 특색 있는 교육 시스템에는 어떤 것들이 포함되어 있나요?,"동서울대학교의 교육 시스템은 다음과 같습니다: 선진 교육 시스템: 인격적, 기술적 경쟁력을 갖춘 전문가 양성을 위해 뛰어난 교육 시스템과 실무 중심의 교육을 제공합니다. 38개의 학과와 두 가지 이상의 분야를 접목시킨 교육과정을 운영합니다. 미래형 인재 선발: 대입 수학능력시험 및 학교생활기록부 성적 외에도 면접 및 실기고사를 통해 학생을 선발합니다. 면접과 실기고사가 필요한 학과는 사회복지학과, 항공서비스학과, 뷰티코디네이션과 등입니다. 첨단 교육 시설: 미래 지향형 디지털 캠퍼스와 다양한 첨단 교육 시설을 통해 학생 중심의 교육 환경을 제공합니다. 체육시설, 학원시설, 공연시설 등도 갖추어져 있습니다. 글로벌 현장학습: 8개국 38개 대학과 자매결연을 맺고, 글로벌 현장학습을 통해 해외 체험을 제공하며 취업과 연계하는 프로그램을 운영합니다."
 동서울대학교의 재정 지원 사업 중 산학연협력 기반 강화를 위한 사업은 무엇인가요?,"동서울대학교는 3단계 산학연협력 선도전문대학 (LINC 3.0) 사업에 선정되어 산학연협력 기반 강화 및 신산업·신기술 분야의 현장 실무형 인재 양성을 위해 협력체계를 강화하고 있으며, 지속 가능한 산학연협력 혁신 생태계를 구축하고 있습니다."
 동서울대학교가 글로벌 현장학습을 통해 지원하는 조건은 무엇인가요?,"동서울대학교의 글로벌 현장학습 프로그램은 학생들이 해외 현장에서의 체험을 통해 학습 동기를 부여받고 자기 계발 기회를 제공하며 취업과 연계할 수 있도록 지원합니다. 기본조건으로는 영어, 중국어, 일본어 어학시험 성적이 기준 점수 이상이 되어야 합니다."
 동서울대학교의 ‘미래형 자동차 현장 인력 양성사업’은 어떤 지원을 받고 있나요?,"동서울대학교는 산업통상자원부로부터 4년간 6억 원, 성남시로부터 2억 원을 지원받아 미래형 자동차 분야의 xEV 관련 현장 및 직무 전환 인력을 양성하고 있습니다."
 동서울대학교 자유전공학과의 교육 목표는 무엇인가요?,"동서울대학교 자유전공학과의 교육 목표는 학생들이 스스로 전공을 탐색하고 선택할 수 있는 자기주도적 설계 역량을 키우는 것입니다. 또한, 환경의 변화에 능동적으로 대처하고 팀워크 활동에 참여할 수 있는 소통 역량을 함양하며, 전공 분야의 전문가가 될 수 있도록 커리어 관리 역량을 강화하는 데 중점을 두고 있습니다."
 자유전공학과의 학생들이 졸업 후 진로는 어떻게 되나요?,"자유전공학과 학생들은 학과 선택 이후, 해당 학과의 전공 관련 분야로 진출하여 자신의 전문성을 발휘하게 됩니다. 이를 통해 학생들은 자신이 탐색한 전공 분야에서 경력을 쌓고, 전문성을 갖춘 전문가로 성장할 수 있습니다."
 자유전공학과의 주요 교과목에는 어떤 것들이 있나요?,"주요 교과목은 다음과 같습니다: 1학년(전문학사) 전공탐색과 디자인: 학생들이 전공을 탐색하고 디자인할 수 있도록 대학 내 학과의 정보와 교육과정을 체험할 수 있는 다양한 정보 및 비교과 프로그램을 제공합니다. 취창업진로지도: 학생들이 자신의 커리어 계획을 수립할 수 있도록 돕는 과목입니다. 컴퓨터 리터러시: 컴퓨터를 활용한 다양한 프로그램 스킬을 익히고, 전공 학습 전 도구 활용의 애로사항을 해소하기 위한 교과목입니다."
 자유전공학과의 학생들이 활용할 수 있는 교육 시설은 무엇인가요?,"학생들은 도서관 3층의 북카페에서 전공 탐색공간을 활용할 수 있으며, 메이커스페이스 1호관 1층에서 전공 체험공간을 이용할 수 있습니다. 또한, 스터디카페인 자유전공학과 카페에서 학습과 연구를 지원받을 수 있습니다."
 자유전공학과의 교육 과정에서 취득할 수 있는 자격증은 무엇인가요?,"학생들은 기본적인 컴퓨터 활용 자격증과 SMAT 자격증을 취득할 수 있으며, 전공 학과에 진입한 이후에는 해당 전공에 관련된 자격증을 추가로 취득할 수 있습니다."
 디지털헬스케어과의 교육 목표는 무엇인가요?,"디지털헬스케어과의 교육 목표는 의용전자공학의 핵심 기술들을 바탕으로 최신 하드웨어 및 소프트웨어 기술을 습득하고, 첨단 디지털 헬스케어 산업의 핵심 요소인 ICT 기술, 센서 응용 기술, 인공지능 등 융합 기술과 의료 현장 및 휴먼 메커니즘에 대한 이해를 통해 창의적 헬스케어 엔지니어를 양성하는 것입니다."
 디지털헬스케어과의 차별점은 무엇인가요?,"디지털헬스케어과는 국립재활원 지원의 차세대 첨단 재활 의료기기 R&SD 사업을 운영하며, 재활 기기, 의료 기기, 웰니스 기술 등을 직접 다루고 관련 제품을 개발 및 연구할 기회를 제공합니다. 이를 통해 글로벌 첨단 헬스케어 산업에서 필요한 핵심 기술인 의료 기기, 센서 응용 기술, 인공지능 등의 HW/SW 실무 기술을 배울 수 있으며, 우수한 취업처 확보가 가능합니다."
 디지털헬스케어과의 졸업 후 진로는 어떻게 되나요?,"졸업 후, 학생들은 삼성메디슨, 코맥스 등 의료 기기 및 첨단 헬스케어 관련 산업체에 진출할 수 있습니다. 또한, 전자 및 ICT 관련 부품 분야(정보통신/이동통신기기, 스마트 이동통신기기, IoT 임베디드 기기 등)와 인공지능 컴퓨팅 기반 SW 분야(APNR 프로그래밍, XIOT 플랫폼 개발 등)에서도 경력을 쌓을 수 있습니다."
 디지털헬스케어과에서 취득할 수 있는 자격증은 무엇인가요?,"학생들은 의료산업기사, 의공기사, 의료기기 RA 자격증, 전자산업기사, 무선설비산업기사, 전기산업기사 등의 자격증을 취득할 수 있습니다."
 디지털헬스케어과의 주요 교과목은 무엇인가요?,"주요 교과목은 다음과 같습니다: 1학년(전문학사) - 인체의 구조와 기능(I, II), 의공학개론, 의용회로이론(I, II). 2학년(전문학사) - 생체신호계측, 의용전자회로(I, II), 의료영상처리, 의용프로그래밍. 3학년(전문학사) - 의료기기실무, 마이크로프로세서(I, II), 의공학프로젝트, 센서공학."
